"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Request.date","Request.day","Request.time","Request.hour","Drop.time","Drop.hour","Approx.travel.time","Request.time_slot"
"1242",6676,"Airport",128,"Trip Completed",2016-07-15 22:25:00,2016-07-15 23:43:00,"2016/07/15","Friday","22:25",22,"23:43","23",1.3,"Mid evening"
"1243",343,"City",129,"Trip Completed",2016-07-11 07:57:00,2016-07-11 08:55:00,"2016/07/11","Monday","07:57",7,"08:55","08",0.97,"Early morning"
"1244",1002,"Airport",129,"Trip Completed",2016-07-11 19:14:00,2016-07-11 20:01:00,"2016/07/11","Monday","19:14",19,"20:01","20",0.78,"Early evening"
"1245",1571,"Airport",129,"Trip Completed",2016-07-12 06:28:00,2016-07-12 07:41:00,"2016/07/12","Tuesday","06:28",6,"07:41","07",1.22,"Late overnight"
"1246",1954,"Airport",129,"Trip Completed",2016-07-12 11:43:00,2016-07-12 12:08:00,"2016/07/12","Tuesday","11:43",11,"12:08","12",0.42,"Late morning"
"1247",3436,"Airport",129,"Trip Completed",2016-07-13 16:11:00,2016-07-13 17:07:00,"2016/07/13","Wednesday","16:11",16,"17:07","17",0.93,"Mid afternoon"
"1248",5193,"Airport",129,"Trip Completed",2016-07-14 20:45:00,2016-07-14 21:30:00,"2016/07/14","Thursday","20:45",20,"21:30","21",0.75,"Early evening"
"1249",5555,"City",129,"Trip Completed",2016-07-15 05:44:00,2016-07-15 06:28:00,"2016/07/15","Friday","05:44",5,"06:28","06",0.73,"Late overnight"
"1250",5674,"Airport",129,"Trip Completed",2016-07-15 07:06:00,2016-07-15 07:47:00,"2016/07/15","Friday","07:06",7,"07:47","07",0.68,"Early morning"
"1251",6596,"City",129,"Trip Completed",2016-07-15 21:33:00,2016-07-15 22:22:00,"2016/07/15","Friday","21:33",21,"22:22","22",0.82,"Mid evening"
"1252",123,"City",130,"Trip Completed",2016-07-11 05:12:00,2016-07-11 06:14:00,"2016/07/11","Monday","05:12",5,"06:14","06",1.03,"Late overnight"
"1253",479,"Airport",130,"Trip Completed",2016-07-11 09:27:00,2016-07-11 10:44:00,"2016/07/11","Monday","09:27",9,"10:44","10",1.28,"Mid morning"
"1254",657,"City",130,"Trip Completed",2016-07-11 12:55:00,2016-07-11 13:46:00,"2016/07/11","Monday","12:55",12,"13:46","13",0.85,"Late morning"
"1255",975,"Airport",130,"Trip Completed",2016-07-11 18:54:00,2016-07-11 20:05:00,"2016/07/11","Monday","18:54",18,"20:05","20",1.18,"Late afternoon"
"1256",1307,"Airport",130,"Trip Completed",2016-07-11 22:42:00,2016-07-11 23:07:00,"2016/07/11","Monday","22:42",22,"23:07","23",0.42,"Mid evening"
"1257",1672,"City",130,"Trip Completed",2016-07-12 07:37:00,2016-07-12 08:13:00,"2016/07/12","Tuesday","07:37",7,"08:13","08",0.6,"Early morning"
"1258",1942,"Airport",130,"Trip Completed",2016-07-12 11:26:00,2016-07-12 12:27:00,"2016/07/12","Tuesday","11:26",11,"12:27","12",1.02,"Late morning"
"1259",3382,"City",130,"Trip Completed",2016-07-13 14:24:00,2016-07-13 15:19:00,"2016/07/13","Wednesday","14:24",14,"15:19","15",0.92,"Early afternoon"
"1260",4284,"Airport",130,"Trip Completed",2016-07-14 06:33:00,2016-07-14 07:10:00,"2016/07/14","Thursday","06:33",6,"07:10","07",0.62,"Late overnight"
"1261",6734,"Airport",130,"Trip Completed",2016-07-15 23:37:00,2016-07-16 00:25:00,"2016/07/15","Friday","23:37",23,"00:25","00",0.8,"Late evening"
"1262",281,"City",131,"Trip Completed",2016-07-11 07:01:00,2016-07-11 08:10:00,"2016/07/11","Monday","07:01",7,"08:10","08",1.15,"Early morning"
"1263",1902,"City",131,"Trip Completed",2016-07-12 10:34:00,2016-07-12 11:46:00,"2016/07/12","Tuesday","10:34",10,"11:46","11",1.2,"Mid morning"
"1264",2691,"Airport",131,"Trip Completed",2016-07-13 00:44:00,2016-07-13 01:41:00,"2016/07/13","Wednesday","00:44",0,"01:41","01",0.95,"Early overnight"
"1265",4430,"City",131,"Trip Completed",2016-07-14 08:21:00,2016-07-14 08:58:00,"2016/07/14","Thursday","08:21",8,"08:58","08",0.62,"Early morning"
"1266",4779,"City",131,"Trip Completed",2016-07-14 16:31:00,2016-07-14 16:59:00,"2016/07/14","Thursday","16:31",16,"16:59","16",0.47,"Mid afternoon"
"1267",5097,"City",131,"Trip Completed",2016-07-14 19:52:00,2016-07-14 20:49:00,"2016/07/14","Thursday","19:52",19,"20:49","20",0.95,"Early evening"
"1268",405,"City",132,"Trip Completed",2016-07-11 08:29:00,2016-07-11 09:35:00,"2016/07/11","Monday","08:29",8,"09:35","09",1.1,"Early morning"
"1269",585,"City",132,"Trip Completed",2016-07-11 11:16:00,2016-07-11 11:57:00,"2016/07/11","Monday","11:16",11,"11:57","11",0.68,"Late morning"
"1270",729,"Airport",132,"Trip Completed",2016-07-11 15:14:00,2016-07-11 15:50:00,"2016/07/11","Monday","15:14",15,"15:50","15",0.6,"Mid afternoon"
"1271",1046,"Airport",132,"Trip Completed",2016-07-11 19:31:00,2016-07-11 20:12:00,"2016/07/11","Monday","19:31",19,"20:12","20",0.68,"Early evening"
"1272",1663,"Airport",132,"Trip Completed",2016-07-12 07:33:00,2016-07-12 08:21:00,"2016/07/12","Tuesday","07:33",7,"08:21","08",0.8,"Early morning"
"1273",4027,"City",132,"Trip Completed",2016-07-13 00:07:00,2016-07-13 01:25:00,"2016/07/13","Wednesday","00:07",0,"01:25","01",1.3,"Early overnight"
"1274",2876,"City",132,"Trip Completed",2016-07-13 05:49:00,2016-07-13 06:27:00,"2016/07/13","Wednesday","05:49",5,"06:27","06",0.63,"Late overnight"
"1275",3767,"Airport",132,"Trip Completed",2016-07-13 20:35:00,2016-07-13 21:09:00,"2016/07/13","Wednesday","20:35",20,"21:09","21",0.57,"Early evening"
"1276",5948,"City",132,"Trip Completed",2016-07-15 10:36:00,2016-07-15 11:36:00,"2016/07/15","Friday","10:36",10,"11:36","11",1,"Mid morning"
"1277",6027,"Airport",132,"Trip Completed",2016-07-15 12:46:00,2016-07-15 13:36:00,"2016/07/15","Friday","12:46",12,"13:36","13",0.83,"Late morning"
"1278",701,"City",133,"Trip Completed",2016-07-11 14:01:00,2016-07-11 15:00:00,"2016/07/11","Monday","14:01",14,"15:00","15",0.98,"Early afternoon"
"1279",1529,"City",133,"Trip Completed",2016-07-12 05:56:00,2016-07-12 06:49:00,"2016/07/12","Tuesday","05:56",5,"06:49","06",0.88,"Late overnight"
"1280",2060,"Airport",133,"Trip Completed",2016-07-12 15:04:00,2016-07-12 15:37:00,"2016/07/12","Tuesday","15:04",15,"15:37","15",0.55,"Mid afternoon"
"1281",2262,"City",133,"Trip Completed",2016-07-12 18:30:00,2016-07-12 18:59:00,"2016/07/12","Tuesday","18:30",18,"18:59","18",0.48,"Late afternoon"
"1282",4425,"City",133,"Trip Completed",2016-07-14 08:24:00,2016-07-14 08:58:00,"2016/07/14","Thursday","08:24",8,"08:58","08",0.57,"Early morning"
"1283",4710,"City",133,"Trip Completed",2016-07-14 13:26:00,2016-07-14 13:58:00,"2016/07/14","Thursday","13:26",13,"13:58","13",0.53,"Early afternoon"
"1284",5732,"Airport",133,"Trip Completed",2016-07-15 07:47:00,2016-07-15 08:21:00,"2016/07/15","Friday","07:47",7,"08:21","08",0.57,"Early morning"
"1285",142,"City",134,"Trip Completed",2016-07-11 05:25:00,2016-07-11 06:19:00,"2016/07/11","Monday","05:25",5,"06:19","06",0.9,"Late overnight"
"1286",430,"City",134,"Trip Completed",2016-07-11 08:49:00,2016-07-11 09:47:00,"2016/07/11","Monday","08:49",8,"09:47","09",0.97,"Early morning"
"1287",612,"Airport",134,"Trip Completed",2016-07-11 11:47:00,2016-07-11 12:37:00,"2016/07/11","Monday","11:47",11,"12:37","12",0.83,"Late morning"
"1288",927,"Airport",134,"Trip Completed",2016-07-11 18:22:00,2016-07-11 18:59:00,"2016/07/11","Monday","18:22",18,"18:59","18",0.62,"Late afternoon"
"1289",1010,"City",134,"Trip Completed",2016-07-11 19:14:00,2016-07-11 20:09:00,"2016/07/11","Monday","19:14",19,"20:09","20",0.92,"Early evening"
"1290",1845,"Airport",134,"Trip Completed",2016-07-12 09:41:00,2016-07-12 10:52:00,"2016/07/12","Tuesday","09:41",9,"10:52","10",1.18,"Mid morning"
"1291",2234,"Airport",134,"Trip Completed",2016-07-12 18:19:00,2016-07-12 19:03:00,"2016/07/12","Tuesday","18:19",18,"19:03","19",0.73,"Late afternoon"
"1292",2633,"Airport",134,"Trip Completed",2016-07-12 22:18:00,2016-07-12 23:06:00,"2016/07/12","Tuesday","22:18",22,"23:06","23",0.8,"Mid evening"
"1293",4012,"Airport",134,"Trip Completed",2016-07-13 23:54:00,2016-07-14 00:37:00,"2016/07/13","Wednesday","23:54",23,"00:37","00",0.72,"Late evening"
"1294",5039,"City",134,"Trip Completed",2016-07-14 19:20:00,2016-07-14 19:53:00,"2016/07/14","Thursday","19:20",19,"19:53","19",0.55,"Early evening"
"1295",6760,"Airport",134,"Trip Completed",2016-07-15 00:03:00,2016-07-15 00:47:00,"2016/07/15","Friday","00:03",0,"00:47","00",0.73,"Early overnight"
"1296",5681,"City",134,"Trip Completed",2016-07-15 07:17:00,2016-07-15 07:48:00,"2016/07/15","Friday","07:17",7,"07:48","07",0.52,"Early morning"
"1297",6253,"Airport",134,"Trip Completed",2016-07-15 18:01:00,2016-07-15 18:57:00,"2016/07/15","Friday","18:01",18,"18:57","18",0.93,"Late afternoon"
"1298",6558,"Airport",134,"Trip Completed",2016-07-15 21:05:00,2016-07-15 22:05:00,"2016/07/15","Friday","21:05",21,"22:05","22",1,"Mid evening"
"1299",565,"City",135,"Trip Completed",2016-07-11 10:19:00,2016-07-11 11:26:00,"2016/07/11","Monday","10:19",10,"11:26","11",1.12,"Mid morning"
"1300",599,"Airport",135,"Trip Completed",2016-07-11 11:38:00,2016-07-11 12:45:00,"2016/07/11","Monday","11:38",11,"12:45","12",1.12,"Late morning"
"1301",1772,"Airport",135,"Trip Completed",2016-07-12 08:54:00,2016-07-12 09:32:00,"2016/07/12","Tuesday","08:54",8,"09:32","09",0.63,"Early morning"
"1302",3357,"Airport",135,"Trip Completed",2016-07-13 13:27:00,2016-07-13 14:15:00,"2016/07/13","Wednesday","13:27",13,"14:15","14",0.8,"Early afternoon"
"1303",4408,"City",135,"Trip Completed",2016-07-14 08:02:00,2016-07-14 08:40:00,"2016/07/14","Thursday","08:02",8,"08:40","08",0.63,"Early morning"
"1304",1363,"Airport",136,"Trip Completed",2016-07-11 00:00:00,2016-07-11 01:11:00,"2016/07/11","Monday","00:00",0,"01:11","01",1.18,"Early overnight"
"1305",625,"Airport",136,"Trip Completed",2016-07-11 12:05:00,2016-07-11 13:15:00,"2016/07/11","Monday","12:05",12,"13:15","13",1.17,"Late morning"
"1306",1636,"Airport",136,"Trip Completed",2016-07-12 07:17:00,2016-07-12 07:47:00,"2016/07/12","Tuesday","07:17",7,"07:47","07",0.5,"Early morning"
"1307",2253,"Airport",136,"Trip Completed",2016-07-12 18:22:00,2016-07-12 19:31:00,"2016/07/12","Tuesday","18:22",18,"19:31","19",1.15,"Late afternoon"
"1308",3471,"Airport",136,"Trip Completed",2016-07-13 17:13:00,2016-07-13 18:22:00,"2016/07/13","Wednesday","17:13",17,"18:22","18",1.15,"Late afternoon"
"1309",4402,"City",136,"Trip Completed",2016-07-14 08:04:00,2016-07-14 09:10:00,"2016/07/14","Thursday","08:04",8,"09:10","09",1.1,"Early morning"
"1310",458,"Airport",137,"Trip Completed",2016-07-11 09:12:00,2016-07-11 10:24:00,"2016/07/11","Monday","09:12",9,"10:24","10",1.2,"Mid morning"
"1311",681,"City",137,"Trip Completed",2016-07-11 13:32:00,2016-07-11 14:18:00,"2016/07/11","Monday","13:32",13,"14:18","14",0.77,"Early afternoon"
"1312",1084,"Airport",137,"Trip Completed",2016-07-11 19:59:00,2016-07-11 20:33:00,"2016/07/11","Monday","19:59",19,"20:33","20",0.57,"Early evening"
"1313",1896,"Airport",137,"Trip Completed",2016-07-12 10:23:00,2016-07-12 11:25:00,"2016/07/12","Tuesday","10:23",10,"11:25","11",1.03,"Mid morning"
"1314",3132,"Airport",137,"Trip Completed",2016-07-13 08:43:00,2016-07-13 09:54:00,"2016/07/13","Wednesday","08:43",8,"09:54","09",1.18,"Early morning"
"1315",3940,"City",137,"Trip Completed",2016-07-13 22:23:00,2016-07-13 23:09:00,"2016/07/13","Wednesday","22:23",22,"23:09","23",0.77,"Mid evening"
"1316",4943,"Airport",137,"Trip Completed",2016-07-14 18:27:00,2016-07-14 19:22:00,"2016/07/14","Thursday","18:27",18,"19:22","19",0.92,"Late afternoon"
"1317",5537,"Airport",137,"Trip Completed",2016-07-15 05:28:00,2016-07-15 05:55:00,"2016/07/15","Friday","05:28",5,"05:55","05",0.45,"Late overnight"
"1318",6310,"City",137,"Trip Completed",2016-07-15 18:25:00,2016-07-15 19:01:00,"2016/07/15","Friday","18:25",18,"19:01","19",0.6,"Late afternoon"
"1319",6587,"Airport",137,"Trip Completed",2016-07-15 21:24:00,2016-07-15 22:03:00,"2016/07/15","Friday","21:24",21,"22:03","22",0.65,"Mid evening"
"1320",6756,"City",137,"Trip Completed",2016-07-15 23:57:00,2016-07-16 00:51:00,"2016/07/15","Friday","23:57",23,"00:51","00",0.9,"Late evening"
"1321",97,"City",138,"Trip Completed",2016-07-11 05:01:00,2016-07-11 05:39:00,"2016/07/11","Monday","05:01",5,"05:39","05",0.63,"Late overnight"
"1322",1266,"Airport",138,"Trip Completed",2016-07-11 22:00:00,2016-07-11 22:55:00,"2016/07/11","Monday","22:00",22,"22:55","22",0.92,"Mid evening"
"1323",2118,"Airport",138,"Trip Completed",2016-07-12 16:41:00,2016-07-12 17:49:00,"2016/07/12","Tuesday","16:41",16,"17:49","17",1.13,"Mid afternoon"
"1324",2906,"Airport",138,"Trip Completed",2016-07-13 06:09:00,2016-07-13 07:16:00,"2016/07/13","Wednesday","06:09",6,"07:16","07",1.12,"Late overnight"
"1325",3432,"Airport",138,"Trip Completed",2016-07-13 16:07:00,2016-07-13 17:02:00,"2016/07/13","Wednesday","16:07",16,"17:02","17",0.92,"Mid afternoon"
"1326",5921,"City",138,"Trip Completed",2016-07-15 10:04:00,2016-07-15 10:42:00,"2016/07/15","Friday","10:04",10,"10:42","10",0.63,"Mid morning"
"1327",6192,"Airport",138,"Trip Completed",2016-07-15 17:12:00,2016-07-15 18:20:00,"2016/07/15","Friday","17:12",17,"18:20","18",1.13,"Late afternoon"
"1328",6705,"Airport",138,"Trip Completed",2016-07-15 22:57:00,2016-07-16 00:09:00,"2016/07/15","Friday","22:57",22,"00:09","00",1.2,"Mid evening"
"1329",242,"Airport",139,"Trip Completed",2016-07-11 06:31:00,2016-07-11 07:21:00,"2016/07/11","Monday","06:31",6,"07:21","07",0.83,"Late overnight"
"1330",1359,"City",139,"Trip Completed",2016-07-11 23:51:00,2016-07-12 00:50:00,"2016/07/11","Monday","23:51",23,"00:50","00",0.98,"Late evening"
"1331",1865,"Airport",139,"Trip Completed",2016-07-12 09:50:00,2016-07-12 10:58:00,"2016/07/12","Tuesday","09:50",9,"10:58","10",1.13,"Mid morning"
"1332",2024,"Airport",139,"Trip Completed",2016-07-12 13:55:00,2016-07-12 14:32:00,"2016/07/12","Tuesday","13:55",13,"14:32","14",0.62,"Early afternoon"
"1333",2768,"Airport",139,"Trip Completed",2016-07-13 04:17:00,2016-07-13 04:45:00,"2016/07/13","Wednesday","04:17",4,"04:45","04",0.47,"Mid overnight"
"1334",3067,"City",139,"Trip Completed",2016-07-13 07:59:00,2016-07-13 09:01:00,"2016/07/13","Wednesday","07:59",7,"09:01","09",1.03,"Early morning"
"1335",3316,"Airport",139,"Trip Completed",2016-07-13 12:02:00,2016-07-13 13:02:00,"2016/07/13","Wednesday","12:02",12,"13:02","13",1,"Late morning"
"1336",4084,"Airport",139,"Trip Completed",2016-07-14 02:44:00,2016-07-14 03:44:00,"2016/07/14","Thursday","02:44",2,"03:44","03",1,"Early overnight"
"1337",4858,"City",139,"Trip Completed",2016-07-14 17:33:00,2016-07-14 18:12:00,"2016/07/14","Thursday","17:33",17,"18:12","18",0.65,"Late afternoon"
"1338",5566,"Airport",139,"Trip Completed",2016-07-15 05:43:00,2016-07-15 06:59:00,"2016/07/15","Friday","05:43",5,"06:59","06",1.27,"Late overnight"
"1339",6384,"Airport",139,"Trip Completed",2016-07-15 19:21:00,2016-07-15 20:26:00,"2016/07/15","Friday","19:21",19,"20:26","20",1.08,"Early evening"
"1340",2001,"Airport",140,"Trip Completed",2016-07-12 13:01:00,2016-07-12 14:00:00,"2016/07/12","Tuesday","13:01",13,"14:00","14",0.98,"Early afternoon"
"1341",3483,"City",140,"Trip Completed",2016-07-13 17:23:00,2016-07-13 18:36:00,"2016/07/13","Wednesday","17:23",17,"18:36","18",1.22,"Late afternoon"
"1342",3990,"Airport",140,"Trip Completed",2016-07-13 23:20:00,2016-07-13 23:50:00,"2016/07/13","Wednesday","23:20",23,"23:50","23",0.5,"Late evening"
"1343",4531,"City",140,"Trip Completed",2016-07-14 09:29:00,2016-07-14 10:30:00,"2016/07/14","Thursday","09:29",9,"10:30","10",1.02,"Mid morning"
"1344",5518,"City",140,"Trip Completed",2016-07-15 05:15:00,2016-07-15 06:16:00,"2016/07/15","Friday","05:15",5,"06:16","06",1.02,"Late overnight"
"1345",5869,"City",140,"Trip Completed",2016-07-15 09:22:00,2016-07-15 10:11:00,"2016/07/15","Friday","09:22",9,"10:11","10",0.82,"Mid morning"
"1346",60,"City",141,"Trip Completed",2016-07-11 03:57:00,2016-07-11 04:46:00,"2016/07/11","Monday","03:57",3,"04:46","04",0.82,"Mid overnight"
"1347",282,"City",141,"Trip Completed",2016-07-11 06:56:00,2016-07-11 08:11:00,"2016/07/11","Monday","06:56",6,"08:11","08",1.25,"Late overnight"
"1348",1614,"Airport",141,"Trip Completed",2016-07-12 06:55:00,2016-07-12 07:30:00,"2016/07/12","Tuesday","06:55",6,"07:30","07",0.58,"Late overnight"
"1349",2331,"Airport",141,"Trip Completed",2016-07-12 19:13:00,2016-07-12 20:28:00,"2016/07/12","Tuesday","19:13",19,"20:28","20",1.25,"Early evening"
"1350",2825,"Airport",141,"Trip Completed",2016-07-13 05:14:00,2016-07-13 05:51:00,"2016/07/13","Wednesday","05:14",5,"05:51","05",0.62,"Late overnight"
"1351",3411,"Airport",141,"Trip Completed",2016-07-13 15:28:00,2016-07-13 16:36:00,"2016/07/13","Wednesday","15:28",15,"16:36","16",1.13,"Mid afternoon"
"1352",4143,"Airport",141,"Trip Completed",2016-07-14 04:51:00,2016-07-14 05:40:00,"2016/07/14","Thursday","04:51",4,"05:40","05",0.82,"Mid overnight"
"1353",4637,"City",141,"Trip Completed",2016-07-14 11:29:00,2016-07-14 12:16:00,"2016/07/14","Thursday","11:29",11,"12:16","12",0.78,"Late morning"
"1354",4729,"Airport",141,"Trip Completed",2016-07-14 14:04:00,2016-07-14 15:11:00,"2016/07/14","Thursday","14:04",14,"15:11","15",1.12,"Early afternoon"
"1355",5318,"Airport",141,"Trip Completed",2016-07-14 22:08:00,2016-07-14 22:58:00,"2016/07/14","Thursday","22:08",22,"22:58","22",0.83,"Mid evening"
"1356",6619,"City",141,"Trip Completed",2016-07-15 21:52:00,2016-07-15 22:46:00,"2016/07/15","Friday","21:52",21,"22:46","22",0.9,"Mid evening"
"1357",444,"Airport",142,"Trip Completed",2016-07-11 09:09:00,2016-07-11 09:52:00,"2016/07/11","Monday","09:09",9,"09:52","09",0.72,"Mid morning"
"1358",1260,"Airport",142,"Trip Completed",2016-07-11 21:59:00,2016-07-11 23:10:00,"2016/07/11","Monday","21:59",21,"23:10","23",1.18,"Mid evening"
"1359",1976,"Airport",142,"Trip Completed",2016-07-12 12:18:00,2016-07-12 13:30:00,"2016/07/12","Tuesday","12:18",12,"13:30","13",1.2,"Late morning"
"1360",2096,"Airport",142,"Trip Completed",2016-07-12 16:01:00,2016-07-12 17:04:00,"2016/07/12","Tuesday","16:01",16,"17:04","17",1.05,"Mid afternoon"
"1361",2732,"City",142,"Trip Completed",2016-07-13 02:33:00,2016-07-13 03:38:00,"2016/07/13","Wednesday","02:33",2,"03:38","03",1.08,"Early overnight"
"1362",5383,"City",142,"Trip Completed",2016-07-14 00:03:00,2016-07-14 00:34:00,"2016/07/14","Thursday","00:03",0,"00:34","00",0.52,"Early overnight"
"1363",4156,"City",142,"Trip Completed",2016-07-14 05:07:00,2016-07-14 06:06:00,"2016/07/14","Thursday","05:07",5,"06:06","06",0.98,"Late overnight"
"1364",4761,"City",142,"Trip Completed",2016-07-14 15:31:00,2016-07-14 15:52:00,"2016/07/14","Thursday","15:31",15,"15:52","15",0.35,"Mid afternoon"
"1365",6446,"Airport",142,"Trip Completed",2016-07-15 20:02:00,2016-07-15 20:53:00,"2016/07/15","Friday","20:02",20,"20:53","20",0.85,"Early evening"
"1366",6610,"City",142,"Trip Completed",2016-07-15 21:49:00,2016-07-15 23:01:00,"2016/07/15","Friday","21:49",21,"23:01","23",1.2,"Mid evening"
"1367",638,"City",143,"Trip Completed",2016-07-11 12:30:00,2016-07-11 13:14:00,"2016/07/11","Monday","12:30",12,"13:14","13",0.73,"Late morning"
"1368",1644,"Airport",143,"Trip Completed",2016-07-12 07:16:00,2016-07-12 07:58:00,"2016/07/12","Tuesday","07:16",7,"07:58","07",0.7,"Early morning"
"1369",2040,"Airport",143,"Trip Completed",2016-07-12 14:25:00,2016-07-12 14:57:00,"2016/07/12","Tuesday","14:25",14,"14:57","14",0.53,"Early afternoon"
"1370",2794,"City",143,"Trip Completed",2016-07-13 04:55:00,2016-07-13 06:01:00,"2016/07/13","Wednesday","04:55",4,"06:01","06",1.1,"Mid overnight"
"1371",3172,"Airport",143,"Trip Completed",2016-07-13 09:13:00,2016-07-13 10:24:00,"2016/07/13","Wednesday","09:13",9,"10:24","10",1.18,"Mid morning"
"1372",6559,"Airport",143,"Trip Completed",2016-07-15 21:00:00,2016-07-15 21:58:00,"2016/07/15","Friday","21:00",21,"21:58","21",0.97,"Mid evening"
"1373",243,"City",144,"Trip Completed",2016-07-11 06:34:00,2016-07-11 07:09:00,"2016/07/11","Monday","06:34",6,"07:09","07",0.58,"Late overnight"
"1374",296,"Airport",144,"Trip Completed",2016-07-11 07:12:00,2016-07-11 07:54:00,"2016/07/11","Monday","07:12",7,"07:54","07",0.7,"Early morning"
"1375",677,"City",144,"Trip Completed",2016-07-11 13:26:00,2016-07-11 13:58:00,"2016/07/11","Monday","13:26",13,"13:58","13",0.53,"Early afternoon"
"1376",1360,"City",144,"Trip Completed",2016-07-11 23:54:00,2016-07-12 01:09:00,"2016/07/11","Monday","23:54",23,"01:09","01",1.25,"Late evening"
"1377",1916,"Airport",144,"Trip Completed",2016-07-12 10:43:00,2016-07-12 11:11:00,"2016/07/12","Tuesday","10:43",10,"11:11","11",0.47,"Mid morning"
"1378",2397,"City",144,"Trip Completed",2016-07-12 19:45:00,2016-07-12 20:19:00,"2016/07/12","Tuesday","19:45",19,"20:19","20",0.57,"Early evening"
"1379",3624,"Airport",144,"Trip Completed",2016-07-13 18:52:00,2016-07-13 19:54:00,"2016/07/13","Wednesday","18:52",18,"19:54","19",1.03,"Late afternoon"
"1380",4799,"City",144,"Trip Completed",2016-07-14 16:56:00,2016-07-14 17:48:00,"2016/07/14","Thursday","16:56",16,"17:48","17",0.87,"Mid afternoon"
"1381",5241,"City",144,"Trip Completed",2016-07-14 21:13:00,2016-07-14 21:42:00,"2016/07/14","Thursday","21:13",21,"21:42","21",0.48,"Mid evening"
"1382",6380,"Airport",144,"Trip Completed",2016-07-15 19:19:00,2016-07-15 20:25:00,"2016/07/15","Friday","19:19",19,"20:25","20",1.1,"Early evening"
"1383",998,"Airport",145,"Trip Completed",2016-07-11 19:01:00,2016-07-11 19:48:00,"2016/07/11","Monday","19:01",19,"19:48","19",0.78,"Early evening"
"1384",1281,"Airport",145,"Trip Completed",2016-07-11 22:12:00,2016-07-11 22:51:00,"2016/07/11","Monday","22:12",22,"22:51","22",0.65,"Mid evening"
"1385",2045,"Airport",145,"Trip Completed",2016-07-12 14:43:00,2016-07-12 15:06:00,"2016/07/12","Tuesday","14:43",14,"15:06","15",0.38,"Early afternoon"
"1386",2424,"City",145,"Trip Completed",2016-07-12 20:03:00,2016-07-12 21:04:00,"2016/07/12","Tuesday","20:03",20,"21:04","21",1.02,"Early evening"
"1387",3162,"Airport",145,"Trip Completed",2016-07-13 09:11:00,2016-07-13 09:38:00,"2016/07/13","Wednesday","09:11",9,"09:38","09",0.45,"Mid morning"
"1388",3222,"City",145,"Trip Completed",2016-07-13 09:51:00,2016-07-13 10:54:00,"2016/07/13","Wednesday","09:51",9,"10:54","10",1.05,"Mid morning"
"1389",4098,"City",145,"Trip Completed",2016-07-14 03:11:00,2016-07-14 03:59:00,"2016/07/14","Thursday","03:11",3,"03:59","03",0.8,"Mid overnight"
"1390",4905,"Airport",145,"Trip Completed",2016-07-14 18:00:00,2016-07-14 18:41:00,"2016/07/14","Thursday","18:00",18,"18:41","18",0.68,"Late afternoon"
"1391",5622,"Airport",145,"Trip Completed",2016-07-15 06:27:00,2016-07-15 07:38:00,"2016/07/15","Friday","06:27",6,"07:38","07",1.18,"Late overnight"
"1392",318,"City",146,"Trip Completed",2016-07-11 07:28:00,2016-07-11 08:43:00,"2016/07/11","Monday","07:28",7,"08:43","08",1.25,"Early morning"
"1393",557,"City",146,"Trip Completed",2016-07-11 10:15:00,2016-07-11 11:10:00,"2016/07/11","Monday","10:15",10,"11:10","11",0.92,"Mid morning"
"1394",2034,"Airport",146,"Trip Completed",2016-07-12 14:16:00,2016-07-12 15:20:00,"2016/07/12","Tuesday","14:16",14,"15:20","15",1.07,"Early afternoon"
"1395",2392,"City",146,"Trip Completed",2016-07-12 19:50:00,2016-07-12 21:04:00,"2016/07/12","Tuesday","19:50",19,"21:04","21",1.23,"Early evening"
"1396",4542,"Airport",146,"Trip Completed",2016-07-14 09:40:00,2016-07-14 10:08:00,"2016/07/14","Thursday","09:40",9,"10:08","10",0.47,"Mid morning"
"1397",5500,"City",146,"Trip Completed",2016-07-15 05:00:00,2016-07-15 06:04:00,"2016/07/15","Friday","05:00",5,"06:04","06",1.07,"Late overnight"
"1398",6382,"Airport",146,"Trip Completed",2016-07-15 19:15:00,2016-07-15 20:28:00,"2016/07/15","Friday","19:15",19,"20:28","20",1.22,"Early evening"
"1399",6575,"City",146,"Trip Completed",2016-07-15 21:18:00,2016-07-15 21:58:00,"2016/07/15","Friday","21:18",21,"21:58","21",0.67,"Mid evening"
"1400",1827,"Airport",147,"Trip Completed",2016-07-12 09:35:00,2016-07-12 10:24:00,"2016/07/12","Tuesday","09:35",9,"10:24","10",0.82,"Mid morning"
"1401",2095,"City",147,"Trip Completed",2016-07-12 15:56:00,2016-07-12 16:43:00,"2016/07/12","Tuesday","15:56",15,"16:43","16",0.78,"Mid afternoon"
"1402",3092,"Airport",147,"Trip Completed",2016-07-13 08:15:00,2016-07-13 08:50:00,"2016/07/13","Wednesday","08:15",8,"08:50","08",0.58,"Early morning"
"1403",4813,"City",147,"Trip Completed",2016-07-14 17:17:00,2016-07-14 18:18:00,"2016/07/14","Thursday","17:17",17,"18:18","18",1.02,"Late afternoon"
"1404",5164,"City",147,"Trip Completed",2016-07-14 20:25:00,2016-07-14 20:54:00,"2016/07/14","Thursday","20:25",20,"20:54","20",0.48,"Early evening"
"1405",6702,"City",147,"Trip Completed",2016-07-15 22:47:00,2016-07-15 23:27:00,"2016/07/15","Friday","22:47",22,"23:27","23",0.67,"Mid evening"
